Epoch_Time,Satellite_ID,C1_Pseudorange,S1_SNR,Nav_Time,af0,af1,af2,Crs,Delta_n,M0,Cuc,e,Cus,sqrtA,toe,Cic,OMEGA0,Cis,i0,Crc,omega,OMEGA_DOT,IDOT,Elevation
2025-12-01 00:00:00,C27,38624431.06,40.950,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031
2025-12-01 00:00:00,C28,36475909.06,49.250,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009
2025-12-01 00:00:30,C27,38624427.26,40.750,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031
2025-12-01 00:00:30,C28,36475866.26,49.000,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009
2025-12-01 00:01:00,C27,38624423.22,41.000,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031
2025-12-01 00:01:00,C28,36475823.2,49.450,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009
2025-12-01 00:01:30,C27,38624418.6,41.200,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031
2025-12-01 00:01:30,C28,36475780.02,49.500,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009
2025-12-01 00:02:00,C27,38624413.78,40.750,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031
2025-12-01 00:02:00,C28,36475736.68,48.950,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009
