Epoch_Time,Satellite_ID,C1_Pseudorange,S1_SNR,Nav_Time,af0,af1,af2,Crs,Delta_n,M0,Cuc,e,Cus,sqrtA,toe,Cic,OMEGA0,Cis,i0,Crc,omega,OMEGA_DOT,IDOT,Elevation,Sat_X,Sat_Y,Sat_Z,SV_Clock_Bias,Tropo_Delay,Iono_Delay,Corrected_P
2025-12-01 00:00:00,C27,38624431.06,40.95,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031,-12893423.753619038,9999287.125430707,-22654389.634968154,0.0005625103608102184,3.0517686016383907,6.378830163831735,38793057.993119
2025-12-01 00:00:00,C28,36475909.06,49.25,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009,-19304069.715422057,-6110508.437100348,-19193464.74626424,0.0004535395713964906,4.255194851399058,8.645494259184433,36611863.902220115
2025-12-01 00:00:30,C27,38624427.26,40.75,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031,-12932460.443931503,9932198.706576297,-22661644.335858103,0.0005625105114175061,3.0517686016383907,6.378830163831735,38793054.238269925
2025-12-01 00:00:30,C28,36475866.26,49.0,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009,-19334672.72889348,-6168824.606883634,-19143966.90395013,0.0004535397034668168,4.255194851399058,8.645494259184433,36611821.14181379
2025-12-01 00:01:00,C27,38624423.22,41.0,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031,-12971639.283172704,9865165.225819742,-22668525.458020996,0.0005625106620232154,3.0517686016383907,6.378830163831735,38793050.24342038
2025-12-01 00:01:00,C28,36475823.2,49.45,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009,-19365303.6100737,-6226934.444481573,-19094152.79453962,0.00045353983554199614,4.255194851399058,8.645494259184433,36611778.12140895
2025-12-01 00:01:30,C27,38624418.6,41.2,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031,-13010959.569557603,9798188.087577194,-22675032.887890786,0.0005625108126272743,3.0517686016383907,6.378830163831735,38793045.66857035
2025-12-01 00:01:30,C28,36475780.02,49.5,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009,-19395961.095315866,-6284837.149070422,-19044023.241223462,0.00045353996762206655,4.255194851399058,8.645494259184433,36611734.98100555
2025-12-01 00:02:00,C27,38624413.78,40.75,2025-12-01 00:00:00,0.0005629314109683,4.874323167314e-12,0.0,-30.328125,4.318037006431e-09,2.361487058626,-1.574400812387e-06,0.0004610010655597,2.248212695122e-06,5282.62024498,86400.0,-5.215406417847e-08,-2.092558421423,-1.066364347935e-07,0.951153503887,307.765625,1.405505193619,-7.391022151454e-09,-2.742971398626e-10,49.11377633130031,-13050420.593503222,9731268.69251428,-22681166.518050615,0.0005625109632296103,3.0517686016383907,6.378830163831735,38793040.893719785
2025-12-01 00:02:00,C28,36475736.68,48.95,2025-12-01 00:00:00,0.0004539268556982,4.479083770548e-12,0.0,-37.5,4.436970531918e-09,-0.3901147140266,-1.788139343262e-06,0.0002716649323702,2.020969986916e-06,5282.632638931,86400.0,8.335337042809e-08,-2.092858321092,-5.820766091347e-08,0.9510282693219,314.75,-1.481695384754,-7.464239486964e-09,-2.142946405177e-10,32.83358604066009,-19426643.917178176,-6342531.927796175,-18993579.072405122,0.0004535400997070659,4.255194851399058,8.645494259184433,36611691.68060364
