Epoch_Time,User_X,User_Y,User_Z,Latitude_deg,Longitude_deg,Height_m,Sat_Count,PDOP,Error_East,Error_North,Error_Up,Error_3D
2026-05-30 00:00:00,-2148742.117192195,4426641.9797325265,4044656.036662219,39.608605970873136,115.89246108098327,50.02921656886525,11,1.9,-2.638761460888892,2.0616682616358504,-0.1828671644050908,3.3536515126540247
2026-05-30 00:00:30,-2148746.134039509,4426637.879091237,4044659.6731191515,39.60864233894588,115.89252400907938,49.60194105454138,12,1.8999200026666312,2.7582190479578337,6.098409137354259,-1.2476419300816486,6.808448920920329
2026-05-30 00:01:00,-2148744.8662810214,4426642.849498755,4044653.7277497086,39.60857856493559,115.89248545563147,49.85564133783476,7,1.8996800426643912,-0.5231335898160937,-0.9808515836573479,-0.699169120305039,1.3132311452083074
2026-05-30 00:01:30,-2148744.3672308032,4426638.823620533,4044655.0407182537,39.60860966034696,115.89250069869632,50.04210458684565,9,1.8992802159740818,0.7959905154577062,2.4701631677992926,0.10159622264844682,2.597234831259448
2026-05-30 00:02:00,-2148744.0402359506,4426643.769791739,4044653.3220186676,39.60857306995767,115.89247212317517,50.194428036437714,9,1.8987206825210479,-1.632097509051509,-1.5921762010053988,0.2823983938455528,2.2975021625553853
2026-05-30 00:02:30,-2148744.550499614,4426641.178707374,4044655.3823137423,39.608599462205234,115.89249064336784,49.78266663519881,10,1.8980016661112105,-0.03274112495587431,1.3363269884625644,-0.033167146172691786,1.33713943212443
2026-05-30 00:03:00,-2148745.239780175,4426639.817585739,4044657.4674653364,39.608619252003315,115.8925047847162,51.06035429584061,9,1.8971234543415465,1.192141265988377,3.531728302854619,0.9807290278965867,3.8543657103881204
2026-05-30 00:03:30,-2148745.592559764,4426644.800956024,4044656.093456696,39.60858317080216,115.89248314080861,51.420292721786474,11,1.896086398485055,-0.643214163228415,-0.47478109795543655,1.4717495868327721,1.6748696657041215
2026-05-30 00:04:00,-2148741.978548046,4426640.156380788,4044660.43897781,39.60864632909019,115.89246889999582,49.64036204662439,10,1.8948909133502507,-1.8454996772655055,6.53406321545415,-0.15963794877053783,6.79156354877327
2026-05-30 00:04:30,-2148754.4854448442,4426645.543326202,4044654.872370714,39.608548645129474,115.8925725204941,49.61808257355763,11,1.8935374771152487,7.031265602932588,-4.310811418373439,-0.3546643103120401,8.255154622220646
2026-05-30 00:05:00,-2148744.9374965187,4426636.58117568,4044658.90251578,39.6086466435156,115.89251807469189,50.1146852325503,8,1.8920266311364966,2.3907581540581657,6.564825392381722,0.1892116879190483,6.9891671926275025
2026-05-30 00:05:30,-2148744.3201513407,4426639.964242557,4044655.3115496146,39.60860579369638,115.89249440571446,50.0895316533217,8,1.8903589797322422,0.382149912304544,2.028082669398317,-0.4228242749876818,2.1066414590307088
2026-05-30 00:06:00,-2148742.227290223,4426640.880743472,4044656.4471965195,39.60861420676268,115.89246782239427,50.06501154354176,10,1.8885351899408118,-1.8757069135182078,2.9592918468221328,0.5026693700138244,3.5395425065448847
2026-05-30 00:06:30,-2148742.2798132217,4426642.009182074,4044657.830266548,39.608617892815154,115.89246263472481,50.58696866394388,9,1.8865559912538052,-2.3039127171285516,3.3655744764000635,0.43202148010395547,4.1014324233874
2026-05-30 00:07:00,-2148744.251534408,4426642.739090617,4044653.3977317256,39.60857837211342,115.89247957744914,50.1270837614091,10,1.8844221753243084,-0.8396371779381879,-1.0243202103790445,0.21057855880901438,1.3411061902016022
2026-05-30 00:07:30,-2148743.908534692,4426644.353845147,4044657.2558485074,39.60859776481913,115.89246777380099,50.62835709500572,7,1.8821345956502424,-1.8336776949756264,1.1249461755196666,0.5012659376508586,2.208878748848937
2026-05-30 00:08:00,-2148745.8160663093,4426640.861235456,4044653.896022614,39.60858759350266,115.89250551468739,50.15051341807382,8,1.8796941672329763,1.409115866616193,-0.007620575196122026,0.2963097143426949,1.439953140046465
2026-05-30 00:08:30,-2148748.2309274618,4426641.592008118,4044658.938543287,39.608612887520295,115.89252709497292,50.90116687362724,8,1.8771018662113386,3.269878160541393,2.796238595670733,1.274092075990785,4.487133170166304
2026-05-30 00:09:00,-2148745.1169754807,4426639.333153361,4044656.6819185726,39.608616585461654,115.89250596154814,50.27681238317948,9,1.8743587294711739,1.4778820711451468,3.2027076804959123,0.943487560482597,3.6512519332011557
2026-05-30 00:09:30,-2148749.5902695362,4426637.445302587,4044653.411075228,39.60859236858725,115.8925624194502,50.72869412657963,12,1.8714658542306042,6.321172666471951,0.5104071725399,0.22742291046270469,6.345822290399852
2026-05-30 00:10:00,-2148744.480083047,4426642.488285627,4044657.0162148736,39.60860426856196,115.89248324682553,50.45562384835123,10,1.868424397601154,-0.43420619470609567,1.8268524811071574,0.3900290088062199,1.9178236714982133
2026-05-30 00:10:30,-2148743.265967689,4426643.825555856,4044653.7713097464,39.60857784287407,115.89246372902551,50.61080093915402,8,1.8652355761249233,-2.0881668882174953,-1.1110745526058832,1.0160382766397325,2.5743467897883026
